Date,Time,Content,From
22/05/20, 10:19:49 PM, and while paying it debited two times, $h@lin!
22/05/20, 10:20:07 PM, 😭, $h@lin!
22/05/20, 10:41:47 PM, ohwwww call customer care na, Mr. Buddy
22/05/20, 10:46:17 PM, not available, $h@lin!
‎22/05/20, 10:51:49 PM, MediaShared, $h@lin!
‎22/05/20, 10:55:05 PM, ‎gif omitted, $h@lin!
22/05/20, 10:55:48 PM, topi??!, Mr. Buddy
22/05/20, 10:56:14 PM, u remember that scene🤣, $h@lin!
22/05/20, 10:56:58 PM, for his hair... it looks like he wearing a hat, $h@lin!
22/05/20, 10:57:13 PM, ohwwww, Mr. Buddy
22/05/20, 10:57:17 PM, dnt u remember this dialogue 😦, $h@lin!
22/05/20, 10:57:40 PM, what u call hat in tamil?, $h@lin!
22/05/20, 10:57:49 PM, thopi, Mr. Buddy
22/05/20, 10:57:59 PM, ha thopi only, $h@lin!
22/05/20, 10:58:12 PM, in kannada also same, $h@lin!
22/05/20, 10:58:22 PM, now u can put pony, $h@lin!
22/05/20, 11:09:34 PM, hey just joking 🙄, $h@lin!
22/05/20, 11:14:50 PM, why what happened, Mr. Buddy
22/05/20, 11:15:19 PM, i thought u got angry, $h@lin!
22/05/20, 11:15:25 PM, y, Mr. Buddy
22/05/20, 11:15:37 PM, for thopi👀, $h@lin!
22/05/20, 11:20:08 PM, no, Mr. Buddy
22/05/20, 11:21:59 PM, hey will drink one day😜, $h@lin!
22/05/20, 11:22:19 PM, no, Mr. Buddy
22/05/20, 11:23:47 PM, yes, $h@lin!
22/05/20, 11:24:00 PM, u have to give treat, $h@lin!
22/05/20, 11:24:05 PM, remember, $h@lin!
22/05/20, 11:25:01 PM, y, Mr. Buddy
22/05/20, 11:26:05 PM, ha breezier treat, $h@lin!
22/05/20, 11:26:19 PM, ???!, Mr. Buddy
22/05/20, 11:26:26 PM, u only said, $h@lin!
22/05/20, 11:26:30 PM, 😱, $h@lin!
22/05/20, 11:28:52 PM, no, Mr. Buddy
22/05/20, 11:29:28 PM, that day, $h@lin!
22/05/20, 11:29:32 PM, cheater, $h@lin!
22/05/20, 11:29:34 PM, cheater, $h@lin!
22/05/20, 11:29:36 PM, cheater, $h@lin!
22/05/20, 11:30:05 PM, no, Mr. Buddy
22/05/20, 11:31:05 PM, yes cheater, $h@lin!
23/05/20, 10:19:47 AM, good morning, Mr. Buddy
23/05/20, 10:32:36 AM, good morning, $h@lin!
‎23/05/20, 10:32:49 AM, ‎gif omitted, $h@lin!
23/05/20, 10:41:43 AM, 😂, Mr. Buddy
23/05/20, 10:56:16 AM, stop laughing and have a sip, $h@lin!
23/05/20, 11:23:32 AM, 😂, Mr. Buddy
‎23/05/20, 11:26:59 AM, ‎gif omitted, $h@lin!
23/05/20, 11:32:06 AM, 😂, Mr. Buddy
‎23/05/20, 12:06:33 PM, ‎gif omitted, $h@lin!
23/05/20, 12:29:10 PM, 😂😂, Mr. Buddy
‎23/05/20, 12:57:34 PM, MediaShared, $h@lin!
‎23/05/20, 1:03:28 PM, ‎gif omitted, $h@lin!
23/05/20, 1:03:55 PM, at least have some ice cream, $h@lin!
23/05/20, 2:03:34 PM, 😂, Mr. Buddy
23/05/20, 2:41:50 PM, ur inner child would be feeling like this😂, $h@lin!
‎23/05/20, 2:42:30 PM, ‎gif omitted, $h@lin!
23/05/20, 8:04:07 PM, 😂😂, Mr. Buddy
‎23/05/20, 8:04:55 PM, ‎gif omitted, $h@lin!
23/05/20, 8:05:12 PM, 😂, Mr. Buddy
‎23/05/20, 8:05:49 PM, ‎gif omitted, $h@lin!
23/05/20, 8:37:36 PM, 😂, Mr. Buddy
‎23/05/20, 8:38:50 PM, ‎gif omitted, $h@lin!
23/05/20, 8:44:55 PM, 😂, Mr. Buddy
23/05/20, 8:58:59 PM, that’s how i kick u, $h@lin!
23/05/20, 8:59:12 PM, so u r a cat?, Mr. Buddy
23/05/20, 8:59:22 PM, then u are u ball?, $h@lin!
23/05/20, 8:59:47 PM, u said it i didn't say, Mr. Buddy
23/05/20, 9:00:29 PM, the action matters here.. that u have been kicked by me, $h@lin!
23/05/20, 9:18:51 PM, do not play with me, Mr. Buddy
23/05/20, 9:18:57 PM, you will face the wrath, Mr. Buddy
23/05/20, 9:19:12 PM, u have no idea, $h@lin!
23/05/20, 9:19:28 PM, yes, Mr. Buddy
23/05/20, 9:19:40 PM, you cannot face my wrath, Mr. Buddy
23/05/20, 9:19:53 PM, me?, $h@lin!
23/05/20, 9:20:00 PM, u face it, $h@lin!
23/05/20, 9:20:02 PM, not me, $h@lin!
23/05/20, 9:20:12 PM, i’m more powerful than u, $h@lin!
23/05/20, 9:20:31 PM, 😂, Mr. Buddy
23/05/20, 9:20:40 PM, 😂😂😂, Mr. Buddy
23/05/20, 9:20:51 PM, not a joke, $h@lin!
23/05/20, 9:20:53 PM, oh please, $h@lin!
23/05/20, 9:20:58 PM, 💪, $h@lin!
‎23/05/20, 9:21:05 PM, ‎gif omitted, Mr. Buddy
‎23/05/20, 9:21:23 PM, ‎gif omitted, $h@lin!
23/05/20, 9:21:38 PM, no.  it’s the fact, $h@lin!
23/05/20, 9:21:39 PM, truth, $h@lin!
‎23/05/20, 9:34:05 PM, ‎gif omitted, Mr. Buddy
23/05/20, 9:49:58 PM, ur face slapping u, $h@lin!
23/05/20, 9:50:04 PM, phone*, $h@lin!
23/05/20, 10:15:09 PM, slapping u, Mr. Buddy
23/05/20, 10:15:41 PM, yeah i’m slapping u, $h@lin!
23/05/20, 10:16:04 PM, thanks for finding this gif to urself, $h@lin!
23/05/20, 10:16:13 PM, yeah i'm slapping u, Mr. Buddy
23/05/20, 10:16:33 PM, it’s me who is doing, $h@lin!
23/05/20, 10:19:56 PM, ha me, Mr. Buddy
23/05/20, 10:22:02 PM, wait i ll demonstrate, $h@lin!
23/05/20, 10:22:47 PM, observe this.. if it’s me then it should be short hit.. since it goes up...it’s u who getting hit, $h@lin!
23/05/20, 10:37:00 PM, kon hae tu???, Mr. Buddy
23/05/20, 10:37:56 PM, the great shalini k p, $h@lin!
23/05/20, 10:38:08 PM, and who is ready to slap u, $h@lin!
23/05/20, 11:13:25 PM, man... my roommate marriage got fixed👀, $h@lin!
23/05/20, 11:13:34 PM, i mean my friend, $h@lin!
23/05/20, 11:14:08 PM, may be in october... now definitely have to find a pg, $h@lin!
23/05/20, 11:17:51 PM, go to that same old pg na, Mr. Buddy
23/05/20, 11:17:54 PM, it's near also, Mr. Buddy
23/05/20, 11:18:00 PM, you don't have to travel, Mr. Buddy
23/05/20, 11:20:01 PM, no i dnt go there, $h@lin!
23/05/20, 11:20:06 PM, it’s not good, $h@lin!
23/05/20, 11:20:28 PM, i went there only because of pushpa and rachana, $h@lin!
23/05/20, 11:20:41 PM, we were also thinking to shift that time only, $h@lin!
23/05/20, 11:22:03 PM, ohwwww, Mr. Buddy
23/05/20, 11:22:10 PM, and i have no much communication with pg aunty... everything pushpa only was doing, $h@lin!
23/05/20, 11:22:31 PM, will find one, $h@lin!
23/05/20, 11:22:40 PM, exactly near to office, $h@lin!
23/05/20, 11:22:43 PM, but i think that is better, Mr. Buddy
23/05/20, 11:22:50 PM, old pg is also far only🤔, $h@lin!
23/05/20, 11:22:54 PM, it's near, Mr. Buddy
23/05/20, 11:23:05 PM, have to walk to long😱, $h@lin!
23/05/20, 11:23:13 PM, and tandrima is staying there only i guess, Mr. Buddy
23/05/20, 11:23:23 PM, no that is different pg, $h@lin!
23/05/20, 11:23:42 PM, actually we ppl thought to shift that pg where tandrima staying, $h@lin!
23/05/20, 11:23:58 PM, ohwww, Mr. Buddy
23/05/20, 11:23:59 PM, ok, Mr. Buddy
23/05/20, 11:24:07 PM, you can check there na, Mr. Buddy
23/05/20, 11:24:17 PM, tandrima said some problem in that pg, $h@lin!
23/05/20, 11:24:35 PM, that pg is attached to boys pg, $h@lin!
23/05/20, 11:24:43 PM, ohwww, Mr. Buddy
23/05/20, 11:25:05 PM, once i’m back to bangalore ll check, $h@lin!
23/05/20, 11:25:17 PM, hey what happened the place we go for lunch, $h@lin!
23/05/20, 11:25:26 PM, 🤔 that area looks cool, $h@lin!
23/05/20, 11:27:35 PM, ha but haven't seen any pg, Mr. Buddy
23/05/20, 11:27:38 PM, i don't remember, Mr. Buddy
23/05/20, 11:28:07 PM, ur building 😂, $h@lin!
23/05/20, 11:28:19 PM, which one??!, Mr. Buddy
‎23/05/20, 11:28:25 PM, ‎MediaShared, $h@lin!
23/05/20, 11:28:33 PM, i ll shift to ur room, $h@lin!
23/05/20, 11:28:41 PM, i mean next to ur room😂, $h@lin!
23/05/20, 11:28:52 PM, nice park.. good place, $h@lin!
23/05/20, 11:28:57 PM, no everything is full there, Mr. Buddy
23/05/20, 11:29:09 PM, no frree room na, Mr. Buddy
23/05/20, 11:29:24 PM, will make one room free, $h@lin!
23/05/20, 11:29:49 PM, till there is time..till september, $h@lin!
23/05/20, 11:39:49 PM, i dunno, Mr. Buddy
23/05/20, 11:41:03 PM, 🤣, $h@lin!
23/05/20, 11:41:11 PM, even though it’s free, $h@lin!
23/05/20, 11:41:28 PM, i have to convert to a boy and stay right, $h@lin!
23/05/20, 11:42:04 PM, ‎DeletedMsg., Mr. Buddy
23/05/20, 11:42:31 PM, i duuno wether any room will become free, Mr. Buddy
23/05/20, 11:43:29 PM, what u deleted, $h@lin!
23/05/20, 11:43:58 PM, wrong message, Mr. Buddy
23/05/20, 11:43:59 PM, if it’s free can i stay there👀, $h@lin!
23/05/20, 11:44:09 PM, may bee, Mr. Buddy
23/05/20, 11:44:14 PM, i was just joking actually, $h@lin!
23/05/20, 11:44:16 PM, dependent on that owner roght, Mr. Buddy
23/05/20, 11:44:25 PM, if owner allows, Mr. Buddy
23/05/20, 11:44:29 PM, i thought only boys, $h@lin!
23/05/20, 11:44:38 PM, it’s not pg?, $h@lin!
23/05/20, 11:44:41 PM, ha that will be hard, Mr. Buddy
23/05/20, 11:45:03 PM, u and dada are there know😂, $h@lin!
23/05/20, 11:45:33 PM, i know it ll not be possible, $h@lin!
23/05/20, 11:46:29 PM, haaaa, Mr. Buddy
23/05/20, 11:46:31 PM, if it’s possible then it would be nice🤗... we could stay together 🤣 i could really hit u directly, $h@lin!
23/05/20, 11:46:50 PM, no but i will not be tgere very long, Mr. Buddy
23/05/20, 11:46:59 PM, i'll probably change may be end of the year, Mr. Buddy
23/05/20, 11:47:11 PM, not sure, Mr. Buddy
23/05/20, 11:47:28 PM, nothing is sure in this life, $h@lin!
23/05/20, 11:47:35 PM, who knows we ll be alive tomorrow, $h@lin!
23/05/20, 11:48:13 PM, till the time we are alive we can stay🤣, $h@lin!
23/05/20, 11:48:15 PM, 😶, Mr. Buddy
23/05/20, 11:48:22 PM, who knows i ll only kill u, $h@lin!
23/05/20, 11:50:32 PM, 🥺, Mr. Buddy
23/05/20, 11:51:26 PM, wait just think... what happens we both stay together 😱, $h@lin!
23/05/20, 11:51:49 PM, for sure💪, $h@lin!
23/05/20, 11:56:24 PM, 👀 are u imaging?😂, $h@lin!
23/05/20, 11:56:50 PM, no, Mr. Buddy
23/05/20, 11:56:55 PM, definitely u ll be dead in a day😂, $h@lin!
23/05/20, 11:57:18 PM, i mean in the same building, $h@lin!
23/05/20, 11:57:43 PM, we won't see only in room, Mr. Buddy
23/05/20, 11:57:51 PM, we don't come out often, Mr. Buddy
23/05/20, 11:57:58 PM, only in office you can see, Mr. Buddy
23/05/20, 11:58:00 PM, that is true, $h@lin!
23/05/20, 11:58:38 PM, but if by any chance get some time then, $h@lin!
23/05/20, 11:59:02 PM, then why can’t friends stay together the whole life 🤔, $h@lin!
23/05/20, 11:59:14 PM, qqqq, Mr. Buddy
23/05/20, 11:59:20 PM, just thinking possibilities, $h@lin!
23/05/20, 11:59:45 PM, only sunday if everyone is room possibly we see everones face, Mr. Buddy
23/05/20, 11:59:56 PM, in woeking day no one comes out, Mr. Buddy
24/05/20, 12:00:04 AM, that’s fine, $h@lin!
24/05/20, 12:00:12 AM, that’s why i’m saying, $h@lin!
24/05/20, 12:00:33 AM, like this we can stay with friends only the whole life🤔, $h@lin!
24/05/20, 12:00:48 AM, is it possible, $h@lin!
24/05/20, 12:01:15 AM, no, Mr. Buddy
24/05/20, 12:01:22 AM, without having bad feelings... to live together as friends 🤔, $h@lin!
24/05/20, 12:01:40 AM, why, $h@lin!
24/05/20, 12:06:12 AM, no, Mr. Buddy
24/05/20, 12:07:31 AM, why, $h@lin!
24/05/20, 12:07:34 AM, 🥺, $h@lin!
24/05/20, 12:09:13 AM, how is possible, Mr. Buddy
24/05/20, 12:13:40 AM, i don’t know, $h@lin!
24/05/20, 12:14:02 AM, just like that, $h@lin!
24/05/20, 12:14:58 AM, that’s all we do🤔, $h@lin!
24/05/20, 12:15:52 AM, no, Mr. Buddy
24/05/20, 12:16:14 AM, then, $h@lin!
24/05/20, 12:20:02 AM, i dunno i'm not sure, Mr. Buddy
24/05/20, 12:22:48 AM, i don’t know.. just came to mind, $h@lin!
24/05/20, 12:24:29 AM, marriage is something special.. if we marry we should to the fullest.  else we shouldn’t for sake of doing something right, $h@lin!
24/05/20, 12:27:18 AM, so just a thought we feel happy and satisfied with ppl around.. say a friend(gender doesn’t matter) can stay together the whole life🤔, $h@lin!
24/05/20, 12:35:31 AM, no man how is it possible, Mr. Buddy
24/05/20, 12:37:35 AM, yeah it’s not possible, $h@lin!
24/05/20, 12:37:58 AM, that’s why i was still thinking 🤣, $h@lin!
24/05/20, 12:38:44 AM, may be it’s possible.. it depends on ppl, $h@lin!
24/05/20, 12:45:16 AM, actually my friend who is getting married used to say if we dnt get married we ll stay together the whole life, $h@lin!
24/05/20, 12:46:35 AM, if two ppl are so close that they can’t live without each other.. if someone has that attachment can stay together the whole life.. that’s not difficult and it’s possible, $h@lin!
24/05/20, 12:47:13 AM, so was thinking 🙃 anyway we weren’t that close, $h@lin!
24/05/20, 12:49:22 AM, haaaaa, Mr. Buddy
24/05/20, 12:51:21 AM, 🙃, $h@lin!
24/05/20, 12:51:36 AM, i’m talking too much😷, $h@lin!
24/05/20, 12:51:45 AM, no, Mr. Buddy
24/05/20, 12:52:05 AM, 🙄, $h@lin!
24/05/20, 12:53:00 AM, then what u say for..., $h@lin!
we can’t stay with ppl we like🤔,,,
24/05/20, 1:06:06 AM, no, Mr. Buddy
24/05/20, 1:06:36 AM, u mean we can stay with ppl we like🤭🤔, $h@lin!
‎24/05/20, 1:07:12 AM, ‎gif omitted, $h@lin!
24/05/20, 1:21:27 AM, hey have u seen upload series in prime.. it’s different, $h@lin!
24/05/20, 9:33:43 AM, good morning, Mr. Buddy
‎24/05/20, 10:23:36 AM, ‎gif omitted, $h@lin!
24/05/20, 12:40:42 PM, 😂, Mr. Buddy
24/05/20, 12:54:06 PM, hey.. that upload series is about  virtual reality, $h@lin!
24/05/20, 12:56:58 PM, haaaa have to check it, Mr. Buddy
24/05/20, 12:57:01 PM, animation!, Mr. Buddy
24/05/20, 12:57:25 PM, no, $h@lin!
24/05/20, 12:57:31 PM, normal series, $h@lin!
24/05/20, 12:58:05 PM, ha i saw, Mr. Buddy
24/05/20, 12:58:07 PM, only one season they have released, $h@lin!
24/05/20, 12:58:10 PM, sci fi, Mr. Buddy
24/05/20, 12:58:14 PM, ha, $h@lin!
24/05/20, 12:58:21 PM, will see, Mr. Buddy
24/05/20, 12:58:24 PM, but interesting 😂, $h@lin!
24/05/20, 12:58:29 PM, u saw?!, Mr. Buddy
24/05/20, 12:58:32 PM, we can meet after death, $h@lin!
24/05/20, 12:58:39 PM, yup 6episodes, $h@lin!
24/05/20, 1:03:01 PM, haaaaaa will seee, Mr. Buddy
24/05/20, 1:05:54 PM, nice concept but the way they die is not logical, $h@lin!
24/05/20, 1:06:09 PM, u saw??!!?, Mr. Buddy
24/05/20, 1:06:18 PM, yup, $h@lin!
24/05/20, 1:06:38 PM, full?!!, Mr. Buddy
24/05/20, 1:07:08 PM, if u subscribe to upload... ur memory ll be synced and u ll die in real life and visible in vr, $h@lin!
24/05/20, 1:07:16 PM, 3more left, $h@lin!
24/05/20, 1:07:34 PM, 🤣🤣, Mr. Buddy
24/05/20, 1:07:41 PM, and for everything u have upgrade and pay, $h@lin!
24/05/20, 1:07:56 PM, even u can have sex😂😂😂, $h@lin!
24/05/20, 1:08:14 PM, a specific cloth for it, $h@lin!
24/05/20, 1:08:15 PM, but dying is not good, Mr. Buddy
24/05/20, 1:08:57 PM, yeah.. in hospital they ll ask whether to go to upload or die normally, $h@lin!
24/05/20, 1:09:17 PM, at old age???!, Mr. Buddy
24/05/20, 1:09:21 PM, before death u have to subscribe and pay 😂, $h@lin!
24/05/20, 1:09:29 PM, any age, $h@lin!
24/05/20, 1:09:31 PM, ohwwww, Mr. Buddy
24/05/20, 1:10:51 PM, there is a small story about one men died., $h@lin!
24/05/20, 1:11:03 PM, have to watch to know the reason of death, $h@lin!
24/05/20, 1:11:05 PM, ohwwwww, Mr. Buddy
24/05/20, 1:11:16 PM, he ll die from self car, $h@lin!
24/05/20, 1:11:19 PM, now only it got reader??!, Mr. Buddy
24/05/20, 1:11:33 PM, reader?🧐, $h@lin!
24/05/20, 1:13:22 PM, released, Mr. Buddy
??!,,,
24/05/20, 1:16:44 PM, yeah, $h@lin!
24/05/20, 1:16:47 PM, in prime, $h@lin!
24/05/20, 1:16:54 PM, haaaaaa i saw, Mr. Buddy
24/05/20, 1:17:20 PM, actually they are trying to bring back them to the body from vr, $h@lin!
24/05/20, 1:17:39 PM, but it fails, $h@lin!
24/05/20, 1:17:55 PM, ohwwwwww, Mr. Buddy
24/05/20, 1:18:18 PM, and for the ppl who dnt pay.. they have separate floor 2gigs.. it’s very bad, $h@lin!
24/05/20, 1:18:50 PM, u can change the weather and be present wherever u want, $h@lin!
24/05/20, 1:19:10 PM, u have tried vr box?, $h@lin!
24/05/20, 1:19:33 PM, nopeee, Mr. Buddy
24/05/20, 1:19:44 PM, yeah once i have tried vr i guess, Mr. Buddy
24/05/20, 1:20:19 PM, for games it’s very famous know, $h@lin!
24/05/20, 1:20:33 PM, to play, $h@lin!
24/05/20, 1:20:42 PM, haaa, Mr. Buddy
24/05/20, 1:20:48 PM, in ps4 u dnt has that option?, $h@lin!
24/05/20, 1:22:14 PM, it's there, Mr. Buddy
24/05/20, 1:37:31 PM, costly?, $h@lin!
24/05/20, 1:41:12 PM, ha lil bit, Mr. Buddy
24/05/20, 5:08:19 PM, 😯, $h@lin!
24/05/20, 6:14:59 PM, ??!, Mr. Buddy
‎24/05/20, 6:21:50 PM, ‎gif omitted, $h@lin!
24/05/20, 6:22:13 PM, 😂, Mr. Buddy
24/05/20, 6:23:07 PM, guess who is the dog, $h@lin!
24/05/20, 6:24:04 PM, u, Mr. Buddy
‎24/05/20, 6:27:22 PM, ‎gif omitted, $h@lin!
24/05/20, 6:27:41 PM, yes u are the dog, Mr. Buddy
24/05/20, 6:28:02 PM, yeah u are the cat who getting hit, $h@lin!
24/05/20, 6:28:24 PM, doggy, Mr. Buddy
24/05/20, 6:28:39 PM, i’m not, $h@lin!
24/05/20, 6:29:08 PM, but probably yes... it’s a genuine pet, $h@lin!
24/05/20, 6:51:19 PM, doggy, Mr. Buddy
24/05/20, 7:06:48 PM, i’m not doggy, $h@lin!
‎24/05/20, 7:07:17 PM, ‎gif omitted, $h@lin!
24/05/20, 7:07:35 PM, kya hae thu??, Mr. Buddy
24/05/20, 7:07:49 PM, nice dp, Mr. Buddy
24/05/20, 7:07:53 PM, means, $h@lin!
24/05/20, 7:08:04 PM, what are you, Mr. Buddy
24/05/20, 7:08:13 PM, i’m a girl, $h@lin!
24/05/20, 7:08:24 PM, living being to be precise, $h@lin!
24/05/20, 7:08:32 PM, 🙃, $h@lin!
24/05/20, 7:08:32 PM, girl dog?!, Mr. Buddy
24/05/20, 7:08:45 PM, am i looking like a dog to u😠, $h@lin!
24/05/20, 7:09:07 PM, human being.. belongs to mammals, $h@lin!
24/05/20, 8:31:19 PM, i got a bad dream🥺.. i had lost my eyes, $h@lin!
24/05/20, 9:10:42 PM, 🤣🤣🤣🤣🤣, Mr. Buddy
24/05/20, 9:18:10 PM, it was very painful... how much i try i can’t see anything, $h@lin!
24/05/20, 9:18:35 PM, 😎, Mr. Buddy
24/05/20, 9:18:43 PM, will buy this glass, Mr. Buddy
24/05/20, 9:18:56 PM, 😤, $h@lin!
24/05/20, 9:19:02 PM, no need, $h@lin!
24/05/20, 9:19:08 PM, it was a nightmare, $h@lin!
24/05/20, 9:19:49 PM, i already have two.. and my eyes are perfectly fine, $h@lin!
24/05/20, 10:05:56 PM, okieee, Mr. Buddy
‎24/05/20, 11:21:47 PM, ‎gif omitted, $h@lin!
24/05/20, 11:27:45 PM, ??!, Mr. Buddy
24/05/20, 11:28:46 PM, reminded a legend🧐, $h@lin!
24/05/20, 11:28:55 PM, ???, Mr. Buddy
24/05/20, 11:29:15 PM, 😡, $h@lin!
‎24/05/20, 11:29:44 PM, ‎gif omitted, $h@lin!
24/05/20, 11:30:41 PM, what hpnd, Mr. Buddy
‎24/05/20, 11:32:13 PM, ‎gif omitted, $h@lin!
24/05/20, 11:43:04 PM, okiee, Mr. Buddy
24/05/20, 11:49:32 PM, 😤, $h@lin!
24/05/20, 11:57:44 PM, ????, Mr. Buddy
‎24/05/20, 11:58:29 PM, ‎gif omitted, $h@lin!
24/05/20, 11:58:54 PM, y, Mr. Buddy
24/05/20, 11:59:19 PM, who knows, $h@lin!
24/05/20, 11:59:34 PM, simply, $h@lin!
25/05/20, 12:00:29 AM, fever, Mr. Buddy
25/05/20, 12:00:45 AM, i’m totally fine, $h@lin!
25/05/20, 12:04:40 AM, actually tdy that 11th day function was there and there is another function on tuesday.. they have invited so many ppl👀, $h@lin!
25/05/20, 12:05:01 AM, ohwww okie, Mr. Buddy
25/05/20, 12:05:05 AM, there was one old man.. a relative, $h@lin!
25/05/20, 12:05:17 AM, he was keep on commenting me😤, $h@lin!
25/05/20, 12:05:29 AM, that i look so thin, $h@lin!
25/05/20, 12:05:38 AM, i dnt eat non veg properly, $h@lin!
25/05/20, 12:05:47 AM, and for everything 😤😤🥺🥺, $h@lin!
25/05/20, 12:06:03 AM, am i that weak😡, $h@lin!
25/05/20, 12:06:28 AM, 🤣🤣🤣🤣🤣🤣🤣, Mr. Buddy
25/05/20, 12:07:11 AM, actually i was not supposed to eat non veg for 48days... but since this is grandpa function and he feel sad so ate non veg, $h@lin!
25/05/20, 12:07:27 AM, when i was kid.. these comments were ok, $h@lin!
25/05/20, 12:07:33 AM, but now 😤😤, $h@lin!
25/05/20, 12:08:00 AM, in our family all are so tall and fit.. what can i do for that😡, $h@lin!
25/05/20, 12:08:13 AM, this is my personality, $h@lin!
25/05/20, 12:08:25 AM, 🤣🤣🤣🤣🤣🤣, Mr. Buddy
25/05/20, 12:08:37 AM, u ll know if we’re, $h@lin!
25/05/20, 12:08:47 AM, i dnt like functions only, $h@lin!
25/05/20, 12:09:24 AM, these ppl makes it worst, $h@lin!
25/05/20, 12:10:03 AM, u know my mama’s kid.. she is just 6th std.. she looks fatter than me and of my height 🥺, $h@lin!
25/05/20, 12:10:16 AM, 🤣🤣🤣🤣, Mr. Buddy
25/05/20, 12:11:08 AM, that’s why if i marry i ll marry a tall fatty guy.. so my kids dnt have to listen to any of this shitty comments, $h@lin!
25/05/20, 12:39:20 AM, 🤣🤣🤣🤣🤣, Mr. Buddy
25/05/20, 12:58:48 AM, this is not funny, $h@lin!
25/05/20, 12:59:00 AM, if u we’re short and skinny, $h@lin!
25/05/20, 12:59:06 AM, u would know, $h@lin!
25/05/20, 9:01:57 AM, good morning, Mr. Buddy
25/05/20, 10:46:47 AM, good morning, $h@lin!
25/05/20, 10:46:51 AM, no holiday?, $h@lin!
25/05/20, 10:46:59 AM, have to mark attendance, $h@lin!
25/05/20, 10:47:07 AM, holiday for waht??, Mr. Buddy
25/05/20, 10:47:29 AM, tdy is some muslim festival, $h@lin!
25/05/20, 10:47:51 AM, wait, $h@lin!
25/05/20, 10:48:26 AM, ha ramzan 🤣, $h@lin!
25/05/20, 10:48:43 AM, ramzan or eid?, $h@lin!
25/05/20, 10:48:47 AM, no holiday, Mr. Buddy
25/05/20, 10:49:03 AM, no mail, Mr. Buddy
25/05/20, 10:49:58 AM, ha it’s not there in holiday list, $h@lin!
25/05/20, 10:51:17 AM, wake up man🤣🤣, $h@lin!
25/05/20, 10:52:01 AM, arae no i have shared screenshot, Mr. Buddy
25/05/20, 10:52:13 AM, ha, $h@lin!
25/05/20, 10:52:30 AM, internet is slow?, $h@lin!
25/05/20, 10:52:35 AM, no, Mr. Buddy
25/05/20, 10:52:39 AM, it's fast only, Mr. Buddy
25/05/20, 10:52:40 AM, before it’s showing calling, $h@lin!
25/05/20, 10:52:49 AM, whatever, Mr. Buddy
25/05/20, 10:52:52 AM, web?, $h@lin!
25/05/20, 10:53:02 AM, app, Mr. Buddy
25/05/20, 10:53:07 AM, desktop app, Mr. Buddy
25/05/20, 10:53:19 AM, then it’s a bug, $h@lin!
25/05/20, 10:53:48 AM, may be, Mr. Buddy
25/05/20, 10:54:29 AM, yeah looks like one🧐, $h@lin!
25/05/20, 10:55:28 AM, i tot everyone tot holiday and no one joined, Mr. Buddy
25/05/20, 10:56:00 AM, 😂 u and pavithra only, $h@lin!
25/05/20, 10:56:41 AM, ha it's showing like that only, Mr. Buddy
25/05/20, 10:56:58 AM, 🤣, $h@lin!
25/05/20, 10:57:12 AM, it was so funny the way u were saying, $h@lin!
25/05/20, 10:57:37 AM, only u and pavithra, $h@lin!
25/05/20, 10:59:02 AM, what's funny, Mr. Buddy
25/05/20, 10:59:10 AM, i said only i'm there in the call, Mr. Buddy
25/05/20, 10:59:55 AM, 🤭, $h@lin!
25/05/20, 11:00:21 AM, ha u said casually but it sounded funny for me😂, $h@lin!
25/05/20, 11:12:24 AM, 👀, $h@lin!
25/05/20, 11:12:35 AM, ??!?, Mr. Buddy
25/05/20, 11:12:37 AM, felt bad?, $h@lin!
‎25/05/20, 11:13:18 AM, ‎gif omitted, $h@lin!
‎25/05/20, 11:13:56 AM, ‎MediaShared, $h@lin!
‎25/05/20, 11:14:50 AM, ‎gif omitted, $h@lin!
‎25/05/20, 11:15:09 AM, ‎MediaShared, $h@lin!
25/05/20, 11:15:24 AM, 🤣, Mr. Buddy
25/05/20, 11:17:11 AM, 🙄, $h@lin!
25/05/20, 11:27:21 AM, q, Mr. Buddy
25/05/20, 11:51:40 AM, i had to become a dog to make u laugh🙄, $h@lin!
25/05/20, 12:17:33 PM, no, Mr. Buddy
25/05/20, 12:17:34 PM, y, Mr. Buddy
‎25/05/20, 12:21:17 PM, ‎MediaShared, $h@lin!
25/05/20, 12:28:01 PM, qqq bacha, Mr. Buddy
25/05/20, 12:28:31 PM, baccha 🥺, $h@lin!
25/05/20, 12:28:37 PM, 😯, $h@lin!
25/05/20, 12:28:40 PM, haa, Mr. Buddy
25/05/20, 12:28:57 PM, tu hai baccha, $h@lin!
25/05/20, 12:29:01 PM, mai nahi, $h@lin!
